"record","uuid","date","hsample","hsampletype","state","s3","s4","h3r1","h3r2","h3r3","h3r4","h3r5","h3r7","h3none","s5","s6","s7","h1r1","h1r2","h1r3","h1r4","h1none","s8","s9","s10","rh","q1r1","q1r2","q1r3","q1r4","q1r5","q1r6","q1r7","q1r8","q1r9","q1r20","q1r10","q1r11","q1r12","q1r13","q1r14","q1r15","q1r16","q1r17","q1r18","q1r19","q2","q3","q4","q5","q6","q7","q8","q9r1","q9r2","q9r3","q9r4","q9r5","q9r6","q9r7","q9r8","q9r9","q9r10","q9r11","q9r12","q9r13","q9r14","q9r15","q10","q18r1","q18r2","q18r3","q18r4","q18r5","q18r6","q18r7","q18r8","q19","q20r1","q20r2","q20r3","q21r1","q21r2","q21r3","q21r4","q21r5","q21r6","q21r7","q21r8","q21r9","q22","q23","q24","q25","q26r1","q26r2","q26r3","q26r4","q26r5","q26r6","q26r7","q28","q29","q30","d1","d2","d3","d4r1","d4r2","d4r3","d4r4","d4r5","d5","d6","d12r1","d12r2","d12r3","d7","d8r1","d8r2","d8r3","d8r4","d8r5","d8r6","d8r7","d9r1","d9r2","d9r3","d9r4","d10","d11","conditionsmarker_split_b","conditionsmarker_split_a","vlist","qtime","vos","vosr15oe","vbrowser","vbrowserr15oe","vmobiledevice","vmobileos","start_date","azcounty","hpid3","q12","q16","az1","az2","az3","az4","az5","az6","az7","az8","az9","az10","az11","az12","az13","az14","az15","az16","az17","az18","q49","q50","q51","d13","weight","race","pid3"
1038,"ktjktf79ut1wa961",10/20/2022 22:04:00,4,2,3,1,,0,0,0,0,1,0,0,1,1,1980,0,0,1,0,0,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,4,7,4,4,4,4,4,,,,,,,2,2,,,6,4,3,4,3,4,4,4,4,1,1,1,0,2,2,2,3,2,2,3,3,3,2,2,1,3,4,4,4,4,4,4,4,3,1,5,12,,1,1,0,0,0,0,6,2,2,3,1,2,1,0,0,0,0,0,0,1,4,4,4,3,6,1,0,4,768.75,12,,11,,1,1,10/20/2022 21:51:00,8,2,1,1,1,6,2,2,3,2,4,,3,1,3,2,3,9,,5,1,2,2,2,,"85345",0.517399489879608,1,2
1040,"p4kpks63hupvh17z",10/20/2022 21:59:00,3,2,3,1,,0,0,0,0,1,0,0,1,1,1995,1,0,0,0,0,1,5,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,3,3,9,2,4,1,3,4,,,,,,,1,1,,,3,3,1,1,1,1,1,2,3,1,1,0,0,3,3,2,1,1,1,2,2,2,2,2,1,1,1,4,1,2,1,1,1,1,1,1,8,,1,0,0,0,1,1,2,2,3,1,2,2,1,0,0,0,0,0,0,1,1,1,1,3,5,0,1,3,384.56,12,,11,,1,1,10/20/2022 21:52:00,11,2,1,3,2,2,2,1,1,2,1,1,,1,2,1,2,8,1,,1,1,1,,1,"85743",0.334991067647934,1,2
1045,"6nv1eey6vzsujqz5",10/20/2022 22:19:00,4,2,3,3,2,1,0,0,0,0,0,0,1,2,1995,1,0,0,0,0,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,8,2,5,2,4,2,,,,,,,1,4,,,1,4,4,2,3,1,4,4,4,1,1,0,1,2,2,2,2,1,2,3,4,3,2,3,1,2,4,4,4,4,4,1,4,3,1,1,,,1,1,0,0,0,0,,,,,,2,0,1,0,0,0,0,0,1,1,1,4,2,2,1,0,4,571.18,12,,11,,1,1,10/20/2022 22:09:00,8,1,1,1,1,4,2,2,2,1,3,,4,1,3,4,1,7,,1,1,2,2,2,,"85201",0.440324991941452,2,1
1048,"bn3bwqgc2trtq4fc",10/20/2022 22:51:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1999,1,0,0,0,0,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,2,2,3,7,2,4,2,3,5,,,,,,,2,5,,,2,3,2,4,1,1,2,2,3,1,1,0,1,2,1,2,1,2,1,4,4,4,3,2,1,1,1,4,1,1,3,1,1,4,3,5,21,1,3,1,0,0,0,0,5,4,2,1,3,3,1,0,0,0,0,0,0,3,4,4,4,2,3,0,1,6,1768.08,14,,10,,3,2,10/20/2022 22:21:00,8,1,1,1,1,3,2,1,1,2,3,2,,1,1,2,4,5,1,,1,2,2,,2,"85007",0.299421012401581,1,1
1050,"un5rkh8zzqnvhmkf",10/20/2022 22:37:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1996,1,0,0,0,0,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,2,2,4,4,3,4,6,4,3,,,,,,,2,6,,,1,2,2,1,1,1,2,2,2,2,,,,2,2,1,1,1,2,2,4,2,2,2,1,2,1,1,1,1,1,1,1,3,3,3,12,,,1,0,0,0,0,1,1,2,1,3,2,1,0,0,0,0,0,0,4,4,4,4,1,1,1,0,6,474.46,12,,13,,1,1,10/20/2022 22:29:00,15,1,2,6,6,6,2,2,2,2,2,,2,1,3,3,4,3,,3,3,3,3,2,,"85364",0.544190347194672,1,1
1054,"7n6b8fzyvdu3zaa5",10/20/2022 22:50:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1991,0,1,0,0,0,1,4,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,6,1,2,2,2,1,,,,,,,1,1,,,1,1,1,1,2,2,1,2,2,1,1,0,0,2,1,1,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,20,,1,1,0,0,0,0,2,1,2,3,1,1,1,0,0,0,0,0,0,1,1,1,4,1,4,0,1,6,703.48,14,,10,,1,2,10/20/2022 22:36:00,6,1,1,1,2,2,1,2,1,2,2,2,,1,1,1,2,8,1,,2,1,1,,1,"85024",0.299421012401581,1,1
1055,"mwr7ep6sbbekpk7b",10/20/2022 22:55:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1967,0,0,1,0,0,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,2,3,10,1,4,2,3,1,,,,,,,2,3,,,1,4,2,1,2,1,1,1,4,1,1,1,1,2,2,2,1,1,2,4,4,4,2,3,2,3,3,3,3,1,3,1,1,3,1,1,21,1,1,1,0,0,0,0,6,4,2,3,1,1,0,1,1,0,0,0,0,1,1,1,1,1,6,1,0,3,785.07,12,,13,,1,1,10/20/2022 22:41:00,8,1,1,1,1,2,2,2,2,1,3,,4,1,1,2,2,10,,1,1,1,2,2,,"85019",0.345831274986267,1,1
1056,"w6ad4ugmja9g7zg8",10/20/2022 23:06:00,4,2,3,1,,0,0,0,0,1,0,0,1,2,2004,1,0,0,0,0,1,2,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,4,2,2,4,4,4,4,5,5,,,,,,,6,6,,,6,4,4,4,4,4,4,4,4,2,,,,2,1,2,3,2,2,3,3,3,3,2,2,2,2,2,3,1,3,4,4,2,5,5,21,2,1,1,0,0,0,0,2,2,3,2,1,1,1,0,0,0,0,0,0,4,4,4,4,3,3,1,0,4,964.41,12,,13,,1,1,10/20/2022 22:50:00,11,2,6,6,6,6,2,1,2,2,3,,2,2,3,3,2,3,,2,1,2,2,2,,"85629",0.285600006580353,1,2
1057,"wy2y27meyxc1w8up",10/20/2022 23:16:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1988,0,1,0,0,0,1,6,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,2,4,8,1,4,1,4,1,,,,,,,1,2,,,1,4,4,2,3,1,1,4,4,1,1,1,0,1,1,1,1,1,1,3,4,4,1,3,1,3,1,1,1,1,1,1,1,4,1,1,12,,1,1,0,0,0,0,2,4,2,3,1,2,0,1,1,1,0,0,0,1,2,1,2,1,1,0,1,3,934.28,12,,11,,1,6,10/20/2022 23:00:00,8,1,1,1,1,4,1,1,1,1,1,5,,1,1,5,2,10,5,,1,1,2,,2,"85381",0.497996956110001,1,1
1058,"j8468nx9t3hayepw",10/20/2022 23:15:00,4,2,3,1,,0,0,0,0,1,0,0,1,2,1990,0,1,0,0,0,1,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,3,3,4,4,4,4,4,,,,,,,2,5,,,2,4,4,3,3,3,2,2,2,1,1,0,0,1,3,1,4,1,1,1,4,4,1,2,1,1,2,1,1,1,2,1,1,4,1,2,12,,2,1,0,0,0,0,1,3,2,3,1,2,0,0,1,0,0,0,0,1,1,1,1,3,3,0,1,4,557.77,12,,13,,1,1,10/20/2022 23:05:00,8,3,1,1,6,6,1,1,2,1,3,1,,1,1,2,3,10,1,,1,1,1,,1,"85396",0.452724546194077,1,3
1059,"5ksxtgqacfw0fufq",10/20/2022 23:53:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1971,0,0,1,0,0,1,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,4,10,1,4,1,4,1,,,,,,,1,1,,,1,4,4,1,2,1,4,4,4,1,1,1,0,1,2,1,1,1,2,3,4,4,2,2,2,3,1,1,1,1,1,1,1,2,1,1,12,,1,1,0,0,0,0,3,3,1,2,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,3,2353.86,12,,13,,1,1,10/20/2022 23:13:00,11,1,1,1,1,4,1,1,1,1,2,,2,1,3,1,2,10,,1,1,1,2,2,,"85757",0.497996956110001,1,1
1060,"fa1qdag75b1ubsf2",10/20/2022 23:35:00,4,2,3,1,,0,0,0,0,1,0,0,1,2,2002,1,0,0,0,0,1,4,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,2,7,5,5,5,5,5,,,,,,,5,5,,,6,4,2,4,2,2,4,4,4,2,,,,2,2,2,3,2,3,3,3,3,1,3,1,1,4,2,4,4,4,4,4,2,5,5,21,1,1,1,0,0,0,0,1,2,1,2,3,1,0,0,0,0,0,0,1,1,3,3,3,4,2,0,1,4,912.08,12,,11,,1,1,10/20/2022 23:20:00,8,2,6,6,6,6,2,2,2,2,3,1,,2,3,3,2,0,5,,3,4,2,,2,"85048",0.285600006580353,1,2
1061,"947jaszmtjn4fker",10/20/2022 23:38:00,4,2,3,5,1,0,1,0,0,0,0,0,1,1,1990,0,1,0,0,0,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,1,1,10,1,1,1,1,1,,,,,,,1,1,,,1,1,1,2,1,1,2,2,2,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,1,4,0,1,4,314.7,4,,12,,5,6,10/20/2022 23:32:00,1,1,1,2,2,2,1,1,1,1,1,1,,1,1,1,1,10,1,,2,1,1,,1,"85323",0.880649983882904,2,1
1062,"jupw9fpyr09vysvs",10/20/2022 23:38:00,4,2,3,1,,0,0,0,0,1,0,0,1,1,2000,1,0,0,0,0,1,4,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,2,3,6,2,3,2,4,1,,,,,,,3,3,,,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,12,,2,1,0,0,0,0,1,1,2,1,3,1,1,0,0,0,0,0,0,1,1,1,1,2,3,1,0,4,270.39,12,,13,,1,1,10/20/2022 23:34:00,11,1,1,5,5,4,2,2,2,2,2,,2,1,1,1,1,7,,2,1,1,1,1,,"85713",0.251164793968201,1,1
1063,"kfbybz5w5raa38qe",10/20/2022 23:55:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,1990,0,1,0,0,0,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,1,1,1,10,1,1,1,1,3,,,,,,,1,1,,,2,1,1,1,2,1,2,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,1,2,0,1,4,511.03,4,,12,,5,6,10/20/2022 23:46:00,1,1,4,4,4,4,1,1,1,1,1,1,,1,1,1,1,10,1,,2,1,1,,1,"85323",2.08205509185791,2,1
1064,"n09h3yxz3y26j15w",10/21/2022 00:23:00,4,2,3,1,,0,0,0,0,1,0,0,1,2,1975,0,0,1,0,0,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2,2,2,9,2,4,3,3,1,,,,,,,3,5,,,1,2,2,1,1,2,4,4,2,1,0,0,1,1,2,2,1,3,2,1,2,1,2,3,2,2,1,1,3,1,1,1,1,2,1,5,12,,2,0,0,0,1,0,1,1,1,3,2,1,1,0,0,0,0,0,0,3,3,3,3,2,1,1,0,4,2164.6,14,,10,,1,2,10/20/2022 23:46:00,8,1,5,3,5,6,1,1,1,2,1,,1,1,1,2,2,5,,1,1,1,1,2,,"85035",0.434430509805679,1,1
1065,"eegjnt646sd5enub",10/20/2022 23:58:00,113,2,3,1,,0,0,0,0,1,0,0,1,2,2002,1,0,0,0,0,1,2,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,2,4,6,5,4,6,3,1,,,,,,,1,4,,,2,4,4,4,1,1,4,4,4,2,,,,1,1,1,2,1,4,3,4,4,2,3,1,2,1,1,1,1,1,1,1,4,1,1,12,,2,1,0,0,0,0,1,4,1,2,3,4,0,1,1,1,0,0,0,2,4,1,4,1,3,0,1,6,516.6,14,,10,,1,2,10/20/2022 23:48:00,8,1,1,6,6,6,1,1,1,1,1,4,,2,1,5,2,10,1,,2,1,2,,2,"85007",0.483492195606232,1,1
1066,"1r0w334v9fr29bfb",10/21/2022 00:11:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1992,0,1,0,0,0,1,3,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,4,3,3,2,3,4,3,4,4,,,,,,,3,3,,,6,1,1,1,3,1,3,4,3,1,1,0,1,2,2,2,2,4,2,3,3,4,2,3,1,2,4,4,4,4,4,4,4,3,5,5,21,1,1,0,0,0,1,0,2,2,1,2,3,1,0,1,0,1,0,0,1,1,3,2,3,6,3,1,0,3,891.32,14,,10,,1,2,10/20/2022 23:56:00,11,2,2,6,6,6,2,2,2,2,2,,4,1,1,5,2,5,,5,1,2,3,2,,"85716",0.305235028266907,1,2
1067,"tv51hq0bd2tzc1an",10/21/2022 00:07:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,1990,0,1,0,0,0,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,1,1,10,1,1,1,1,1,,,,,,,1,1,,,2,1,2,1,2,1,2,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,1,3,1,0,4,305.99,4,,12,,5,6,10/21/2022 00:01:00,1,1,2,2,2,2,1,1,1,1,1,,1,1,1,1,1,10,,1,4,1,1,1,,"85323",1.72751927375793,2,1
1071,"1wp3mc2kdedn4e7c",10/21/2022 00:31:00,4,2,3,5,1,0,1,0,0,0,0,0,1,1,1972,0,0,1,0,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,2,1,2,4,3,6,4,2,4,3,4,,,,,,,4,4,,,4,4,4,4,1,4,4,1,4,2,,,,2,4,2,4,3,1,1,3,1,1,2,2,1,4,2,3,2,2,2,2,3,2,2,,,1,1,0,0,0,0,,,,,,1,0,0,1,0,0,0,0,1,1,1,2,4,2,1,0,4,1293.41,4,,12,,5,6,10/21/2022 00:09:00,11,2,4,4,4,1,2,2,4,2,5,,1,1,2,3,2,0,,4,4,4,2,1,,"85705",1.00831496715546,2,2
1072,"nwngr3mx7cgebn9m",10/21/2022 00:19:00,4,2,3,3,1,1,0,0,0,0,0,0,1,1,1997,1,0,0,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,3,8,3,2,3,6,6,,,,,,,3,2,,,6,3,1,1,2,1,3,3,4,2,,,,2,2,2,3,2,1,2,2,2,2,3,1,2,2,2,2,1,2,1,1,2,4,4,,,1,0,0,0,1,0,,,,,,2,0,1,0,0,0,0,0,2,4,4,4,2,4,0,1,4,564.18,12,,11,,1,1,10/21/2022 00:09:00,8,2,6,3,3,6,2,2,2,2,2,4,,1,2,2,3,6,2,,1,2,2,,1,"85233",0.384120017290115,2,2
1073,"tcrkuyncq80t58we",10/21/2022 00:17:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,1970,0,0,1,0,0,1,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1,1,1,1,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1,3,1,1,1,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,1,4,0,1,4,336.14,4,,12,,5,6,10/21/2022 00:11:00,1,1,4,4,4,4,1,1,1,1,1,1,,1,1,1,5,10,1,,1,1,1,,1,"85323",2.08205509185791,2,1
1080,"tdq72jw9xg0b325s",10/21/2022 02:34:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1992,0,1,0,0,0,1,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,4,10,2,4,1,4,2,,,,,,,2,3,,,2,3,1,1,2,1,2,2,3,1,1,1,0,2,1,1,3,1,1,3,3,3,3,3,1,2,1,1,1,1,1,1,1,4,1,1,12,,1,0,0,0,1,0,1,2,3,2,1,3,1,0,0,0,0,0,0,1,1,1,1,2,3,0,1,6,2351.63,14,,10,,1,2,10/21/2022 01:53:00,8,1,2,1,1,6,1,2,1,2,3,3,,1,1,2,1,10,1,,1,3,1,,2,"85335",0.431166261434555,1,1
1084,"z5pt2rsqbtnvcy3t",10/21/2022 03:05:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,2000,1,0,0,0,0,1,3,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,2,3,2,5,3,3,4,1,,,,,,,2,2,,,2,4,1,1,1,1,4,4,4,1,1,0,0,2,2,2,1,1,1,3,4,4,2,3,2,3,1,4,1,1,3,1,1,2,1,3,12,,1,1,0,0,0,0,3,4,1,2,3,4,0,1,0,0,0,0,0,1,1,4,4,2,3,1,0,3,628.37,12,,13,,1,1,10/21/2022 02:54:00,8,1,1,6,6,6,1,2,2,1,1,,3,2,3,2,2,10,,1,1,3,1,1,,"85020",0.483492195606232,1,1
1086,"725b1sdrpbym0f4x",10/21/2022 03:58:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1979,0,0,1,0,0,1,2,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,3,2,4,4,1,5,2,3,,,,,,,4,5,,,3,4,1,3,2,1,2,2,3,1,0,1,0,1,2,2,3,2,2,3,3,3,2,3,1,1,2,2,2,2,2,2,2,4,2,2,12,,1,1,0,0,0,0,4,3,3,1,2,2,0,1,0,0,0,0,0,1,2,1,3,5,6,1,0,3,1513.83,13,,10,,5,6,10/21/2022 03:32:00,8,3,3,4,3,6,2,2,2,2,3,,3,2,3,2,1,0,,5,2,3,2,2,,"85249",0.518354594707489,1,3
1089,"bay7z6ptwdnb1c7u",10/21/2022 05:58:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1999,1,0,0,0,0,1,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,4,10,2,3,6,6,2,,,,,,,2,6,,,2,4,3,2,4,4,4,3,3,1,1,0,0,1,1,1,2,1,1,2,4,3,2,2,1,2,2,3,3,1,2,4,4,3,1,3,12,,2,1,0,0,0,0,1,2,2,3,1,3,1,0,0,0,0,0,0,1,2,2,2,2,1,0,1,3,792.07,12,,11,,1,1,10/21/2022 05:43:00,11,1,6,6,6,6,2,1,2,1,1,3,,2,1,2,1,10,2,,2,2,2,,2,"85756",0.452390402555466,1,1
1091,"jymms8qw2neewmk9",10/21/2022 06:35:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,1980,0,0,1,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1,1,1,10,1,1,1,1,1,,,,,,,1,1,,,4,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,,,1,0,0,0,0,1,,,,,,1,0,0,0,0,0,1,0,1,1,1,1,1,4,0,1,4,354.12,4,,12,,5,6,10/21/2022 06:29:00,8,2,4,4,4,4,1,1,1,1,1,1,,1,1,1,5,10,1,,1,1,1,,1,"85255",2.31339430809021,2,2
1092,"j69k0fes07gx93se",10/21/2022 06:50:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,1980,0,0,1,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1,1,1,1,,,,,,,1,1,,,3,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,,,1,0,0,0,0,1,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,1,4,1,0,4,303.5,4,,12,,5,6,10/21/2022 06:43:00,6,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,10,,1,4,1,1,1,,"85616",1.91946589946747,2,2
1095,"bj17b2g3hp7k8hnb",10/21/2022 07:33:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,1980,0,0,1,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1,1,1,1,,,,,,,1,1,,,4,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,,,1,0,0,0,0,1,,,,,,1,0,0,0,0,0,1,0,1,1,1,1,1,4,0,1,4,362.07,4,,12,,5,6,10/21/2022 07:25:00,8,2,4,4,4,4,1,1,1,1,1,1,,1,1,1,1,10,1,,4,1,1,,1,"85616",2.31339430809021,2,2
1097,"ckbb4hfznj368ddc",10/21/2022 08:06:00,4,2,3,1,,0,0,0,0,1,0,0,1,2,1986,0,1,0,0,0,1,3,6,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,3,2,4,3,3,2,2,2,4,2,2,,,,,,,2,2,,,6,2,4,1,1,1,4,4,2,1,0,0,1,1,2,2,4,1,1,3,2,3,2,3,2,1,4,2,4,2,3,1,4,2,2,2,12,,2,0,1,0,0,0,1,3,2,1,3,2,0,0,1,0,0,0,0,2,3,3,3,3,3,0,1,4,1736.69,4,,10,,5,6,10/21/2022 07:37:00,8,2,1,2,2,2,2,2,2,2,3,3,,1,2,1,3,3,3,,2,3,2,,1,"85007",0.452724546194077,1,2
1098,"f62vtrr5uc8udt6c",10/21/2022 08:11:00,1,1,3,1,,0,0,0,0,1,0,0,1,1,1993,1,0,0,0,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,3,2,1,4,8,1,3,1,3,1,,,,,,,2,2,,,2,3,4,3,3,3,3,1,2,1,1,0,0,4,3,2,2,3,2,2,2,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,5,,2,1,0,0,0,0,1,2,2,3,1,1,0,1,0,0,0,0,0,1,4,1,4,2,4,1,0,1,1759.43,4,,10,,5,6,10/21/2022 07:41:00,14,1,2,2,2,3,1,1,2,1,2,,2,1,3,2,2,10,,1,2,1,2,1,,"86314",0.299421012401581,1,1
1099,"3n54dz8s9bff4zfa",10/21/2022 07:51:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1980,0,0,1,0,0,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,3,3,9,3,4,4,4,4,,,,,,,2,2,,,6,4,3,4,1,1,4,4,4,1,1,1,0,1,2,1,4,2,2,3,3,3,3,2,1,3,4,4,4,4,4,4,4,2,1,5,12,,1,1,0,0,0,0,6,4,2,3,1,2,1,0,0,0,0,0,0,1,1,4,4,3,6,1,0,6,488.64,12,,13,,1,1,10/21/2022 07:42:00,8,2,1,1,1,6,2,2,2,2,4,,3,1,3,2,2,9,,5,1,2,2,2,,"85345",0.517399489879608,1,2
1100,"e6z6dk2pzv26x0n1",10/21/2022 07:53:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1996,1,0,0,0,0,1,5,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,4,0,3,4,3,4,3,,,,,,,3,6,,,2,4,4,4,4,2,2,2,2,2,,,,1,1,1,1,1,1,3,4,4,2,2,1,2,1,1,1,1,1,1,1,4,1,1,20,,2,0,1,0,0,0,1,1,2,1,3,1,0,1,0,0,1,0,1,1,1,1,4,1,3,0,1,3,497.57,12,,13,,1,1,10/21/2022 07:44:00,8,1,2,2,2,3,1,1,1,1,1,4,,1,3,2,2,8,1,,1,1,3,,2,"85281",0.345831274986267,1,1
1101,"q36ngpsgc7ckp8g0",10/21/2022 08:22:00,1,1,3,1,,0,0,0,0,1,0,0,1,1,1996,1,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,3,2,2,3,7,1,3,2,4,1,,,,,,,2,2,,,2,2,2,1,4,4,3,3,3,2,,,,2,2,2,2,2,2,2,3,3,2,2,1,2,1,1,3,1,1,1,1,1,1,1,6,,1,1,0,0,0,0,2,2,2,1,3,2,1,0,0,0,0,0,0,1,1,1,3,2,4,1,0,1,1716.91,4,,12,,5,6,10/21/2022 07:52:00,8,1,2,2,2,3,2,2,3,2,2,,2,2,1,3,4,5,,2,3,2,2,1,,"85003",0.299421012401581,1,1
1102,"848amuzkvrt49u02",10/21/2022 08:25:00,4,2,3,1,,0,0,0,0,1,0,0,1,1,1970,0,0,1,0,0,1,6,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2,3,3,5,4,4,4,3,4,,,,,,,3,4,,,3,4,2,3,3,4,1,1,1,1,0,0,1,4,2,1,1,4,1,1,1,4,3,3,2,2,4,4,4,4,4,4,4,2,5,2,12,,2,1,0,0,0,0,2,3,3,2,1,1,1,0,0,0,0,0,0,1,1,1,2,3,3,1,0,4,718.23,4,,10,,5,6,10/21/2022 08:13:00,15,3,6,4,6,4,2,2,2,1,3,,5,1,3,1,5,8,,2,1,1,2,2,,"85364",0.376130342483521,1,3
